Datetime,High,Low,Close,%K,%D,%J,Signal,Cash,Shares,Total Value
2024-06-20 09:30:00-04:00,549.47998046875,548.8099975585938,548.97998046875,50.0,50.0,50.0,0,0.0,0.0,0.0
2024-06-20 09:35:00-04:00,549.3499755859375,548.9600219726562,549.2949829101562,57.46257325923901,52.48752441974633,67.41267093822437,0,10000.0,0.0,10000.0
2024-06-20 09:40:00-04:00,549.9600219726562,549.2000122070312,549.9500122070312,71.3515835314928,58.77554412366182,96.5036623471548,0,10000.0,0.0,10000.0
2024-06-20 09:45:00-04:00,550.1199951171875,549.8800048828125,550.010009765625,78.10244101745423,65.21784308825929,103.8716368758441,0,10000.0,0.0,10000.0
2024-06-20 09:50:00-04:00,550.0599975585938,549.7899780273438,549.8400268554688,78.27773972441318,69.57114196697725,95.69093523928504,0,10000.0,0.0,10000.0
2024-06-20 09:55:00-04:00,549.9199829101562,549.4500122070312,549.6099853515625,72.54112123825746,70.56113505740399,76.5010935999644,0,10000.0,0.0,10000.0
2024-06-20 10:00:00-04:00,549.8200073242188,549.4816284179688,549.6699829101562,70.24336719429468,70.45521243636755,69.81967671014894,0,10000.0,0.0,10000.0
2024-06-20 10:05:00-04:00,549.7000122070312,549.0999755859375,549.1099853515625,54.46220286356821,65.12420924543443,33.138190099835754,0,10000.0,0.0,10000.0
2024-06-20 10:10:00-04:00,549.219970703125,548.4299926757812,548.7000122070312,41.63395656733336,57.29412501940074,10.313619663198594,0,10000.0,0.0,10000.0
2024-06-20 10:15:00-04:00,548.8400268554688,548.4000244140625,548.4600219726562,28.91873423391185,47.83566142423777,-8.915120146739994,0,10000.0,0.0,10000.0
2024-06-20 10:20:00-04:00,549.0399780273438,548.405029296875,548.6900024414062,24.898981090883268,40.1901013131196,-5.683259353589392,0,10000.0,0.0,10000.0
2024-06-20 10:25:00-04:00,549.1950073242188,548.651611328125,549.0750122070312,29.680702321766983,36.68696831600206,15.668170333296828,1,0.0,18.212447803451404,10000.0
2024-06-20 10:30:00-04:00,549.3900146484375,548.9437255859375,549.1298828125,34.443163119586636,35.939033250530244,31.451422857699413,0,0.0,18.212447803451404,10000.999328038042
2024-06-20 10:35:00-04:00,549.1840209960938,548.8699951171875,549.1300048828125,38.97088948231313,36.949651994457874,43.013364458023645,0,0.0,18.212447803451404,10001.001551237237
2024-06-20 10:40:00-04:00,549.1339721679688,548.7999877929688,549.0250244140625,40.65213106400215,38.183811684305965,45.588769823394514,0,0.0,18.212447803451404,9999.089599929746
2024-06-20 10:45:00-04:00,549.1400146484375,548.6699829101562,548.7150268554688,35.17848223021994,37.182035199610624,31.171376291438577,0,0.0,18.212447803451404,9993.44378557466
2024-06-20 10:50:00-04:00,549.02001953125,548.7100219726562,548.9099731445312,40.622481782744245,38.32885072732183,45.20974389358908,0,0.0,18.212447803451404,9996.994234688687
2024-06-20 10:55:00-04:00,549.27001953125,548.8400268554688,549.22998046875,55.0265784840161,43.89475997955325,77.29021549294178,0,0.0,18.212447803451404,10002.822351377743
2024-06-20 11:00:00-04:00,549.3900146484375,549.10009765625,549.1900024414062,63.249015721694214,50.34617856026691,89.05469004454883,0,0.0,18.212447803451404,10002.09425364146
2024-06-20 11:05:00-04:00,549.530029296875,549.1400146484375,549.4000244140625,70.56604753875408,57.08613488642929,97.52587284340365,0,0.0,18.212447803451404,10005.919267856041
2024-06-20 11:10:00-04:00,549.405029296875,549.25,549.4000244140625,75.33868785601133,63.1703192096233,99.67542514878738,0,0.0,18.212447803451404,10005.919267856041
2024-06-20 11:15:00-04:00,549.4199829101562,548.97998046875,549.0578002929688,65.25666267258323,63.86576703060994,68.03845395652984,0,0.0,18.212447803451404,9999.686528913538
2024-06-20 11:20:00-04:00,549.05908203125,548.7100219726562,548.9500122070312,54.35770509400186,60.69641305174057,41.68028917852443,0,0.0,18.212447803451404,9997.723444024568
2024-06-20 11:25:00-04:00,548.9450073242188,548.6900024414062,548.8099975585938,41.665101718807755,54.35264260742963,16.290019941563997,-2,9995.173434548182,0.0,9995.173434548182
2024-06-20 11:30:00-04:00,549.0390014648438,548.7000122070312,549.030029296875,41.26943229218199,49.99157250234708,23.8251518718518,0,9995.173434548182,0.0,9995.173434548182
2024-06-20 11:35:00-04:00,549.0792236328125,548.8200073242188,548.8300170898438,33.06891407577324,44.3506863601558,10.505369507008126,0,9995.173434548182,0.0,9995.173434548182
2024-06-20 11:40:00-04:00,549.1199951171875,548.8400268554688,548.9199829101562,31.171860031721142,39.95774425067758,13.600091593808273,0,9995.173434548182,0.0,9995.173434548182
2024-06-20 11:45:00-04:00,548.9890747070312,548.3200073242188,548.3399047851562,21.329369487309677,33.74828599622161,-3.5084635305141916,0,9995.173434548182,0.0,9995.173434548182
2024-06-20 11:50:00-04:00,548.7999877929688,548.3300170898438,548.5999755859375,22.703654677627156,30.06674222335679,7.977479586167888,1,0.0,18.21942012278207,9995.173434548182
2024-06-20 11:55:00-04:00,548.6491088867188,548.3499755859375,548.3599853515625,16.347252047504774,25.493578831406115,-1.9454015202979065,-2,9990.800951642737,0.0,9990.800951642737
2024-06-20 12:00:00-04:00,548.5399780273438,548.280029296875,548.3397827148438,13.269431898355894,21.41886318705604,-3.0294306790443954,0,9990.800951642737,0.0,9990.800951642737
2024-06-20 12:05:00-04:00,548.6199951171875,548.3400268554688,548.3900146484375,13.210963609222196,18.682896661111425,2.2670975054437363,0,9990.800951642737,0.0,9990.800951642737
2024-06-20 12:10:00-04:00,548.6599731445312,548.36572265625,548.5504760742188,19.539760751349892,18.968518024524247,20.682246205001185,0,9990.800951642737,0.0,9990.800951642737
2024-06-20 12:15:00-04:00,548.6400146484375,548.3099975585938,548.3292236328125,14.978742792233552,17.638592947094015,9.659042482512625,0,9990.800951642737,0.0,9990.800951642737
2024-06-20 12:20:00-04:00,548.3800048828125,547.3200073242188,547.4100952148438,11.654134112910372,15.643773335699466,3.674855667332185,0,9990.800951642737,0.0,9990.800951642737
2024-06-20 12:25:00-04:00,547.8800048828125,546.9401245117188,546.9600219726562,8.093124459743843,13.12689037704759,-1.9744073748636524,0,9990.800951642737,0.0,9990.800951642737
2024-06-20 12:30:00-04:00,546.989990234375,545.989990234375,546.2650146484375,8.65786770639598,11.637216153497054,2.699170812193831,1,0.0,18.28929307887778,9990.800951642737
2024-06-20 12:35:00-04:00,546.6699829101562,546.0800170898438,546.510009765625,12.264082338039275,11.846171548344461,13.099903917428904,0,0.0,18.28929307887778,9995.281739143873
2024-06-20 12:40:00-04:00,547.1699829101562,546.510009765625,546.9550170898438,20.223907979998142,14.638750358895688,31.394223222203046,0,0.0,18.28929307887778,10003.420608518756
2024-06-20 12:45:00-04:00,547.4000244140625,546.9201049804688,547.2050170898438,28.651577012001656,19.309692576597676,47.33534588280962,0,0.0,18.28929307887778,10007.992931788476
2024-06-20 12:50:00-04:00,547.7050170898438,547.2200927734375,547.239990234375,34.70664436148912,24.442009838228156,55.23591340801105,0,0.0,18.28929307887778,10008.6325658787
2024-06-20 12:55:00-04:00,547.3699951171875,546.9301147460938,547.280029296875,39.364519859461275,29.416179845305862,59.26119988777211,0,0.0,18.28929307887778,10009.364852027364
2024-06-20 13:00:00-04:00,547.27001953125,546.4099731445312,546.469970703125,32.937260477327484,30.589873389313066,37.63203465335632,0,0.0,18.28929307887778,9994.549452995207
2024-06-20 13:05:00-04:00,546.6300048828125,545.739990234375,545.9000244140625,24.45090082056654,28.54354919973089,16.26560406223784,0,0.0,18.28929307887778,9984.125538275324
2024-06-20 13:10:00-04:00,546.780029296875,545.8800048828125,546.60498046875,30.97368642994543,29.353594943135732,34.21386940356483,0,0.0,18.28929307887778,9997.018686167234
2024-06-20 13:15:00-04:00,546.9400024414062,546.5700073242188,546.6201171875,35.57897881890756,31.42872290172634,43.87949065327,0,0.0,18.28929307887778,9997.295526052705
2024-06-20 13:20:00-04:00,546.6300048828125,545.989990234375,546.0700073242188,29.31749698348043,30.7249809289777,26.5025290924859,0,0.0,18.28929307887778,9987.234405537572
2024-06-20 13:25:00-04:00,546.1699829101562,545.8099975585938,546.02001953125,24.2952180024466,28.581726620134,15.722200767071797,-2,9986.3201641416,0.0,9986.3201641416
2024-06-20 13:30:00-04:00,546.4400024414062,545.5001220703125,545.6649780273438,18.689084204629914,25.2841791482993,5.498894317291139,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 13:35:00-04:00,545.7891235351562,545.1799926757812,545.5,17.330119568319834,22.632825954972812,6.72470679501388,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 13:40:00-04:00,546.6400146484375,545.510009765625,546.5900268554688,34.041707490153236,26.435786466699618,49.253549537060465,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 13:45:00-04:00,546.6699829101562,546.2000122070312,546.4500122070312,46.74773840999812,33.206437114465785,73.83034100106278,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 13:50:00-04:00,546.6400146484375,546.260009765625,546.5399780273438,56.922314347591104,41.111729525507556,88.5434839917582,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 13:55:00-04:00,547.0499877929688,546.489990234375,547.02001953125,70.74734789001667,50.99026898034393,110.26150570936215,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:00:00-04:00,547.72998046875,546.9500122070312,547.72998046875,80.49823192667778,60.82625662912187,119.8421825217896,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:05:00-04:00,547.9400024414062,547.6500244140625,547.760009765625,84.82500438927272,68.82583921583881,116.82333473614054,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:10:00-04:00,547.8400268554688,547.3699951171875,547.5599975585938,85.29392154626143,74.31519999264634,107.2513646534916,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:15:00-04:00,547.9000244140625,547.5499877929688,547.77001953125,88.14302126377623,78.92447374968964,106.58011629194942,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:20:00-04:00,547.9299926757812,547.4550170898438,547.9199829101562,91.82073034058763,83.22322594665563,109.01573912845166,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:25:00-04:00,548.1400756835938,547.6199951171875,548.0549926757812,93.085294041526,86.51058197827908,106.23471816801981,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:30:00-04:00,548.1900024414062,547.77001953125,547.7763061523438,88.24515528471782,87.08877308042531,90.55791969330284,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:35:00-04:00,547.8099975585938,547.2100219726562,547.4385986328125,77.4301346388838,83.8692269332448,64.55195005016179,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:40:00-04:00,547.719970703125,547.27001953125,547.3900146484375,63.44820553007689,77.0622197988555,36.22017699251967,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:45:00-04:00,547.5999755859375,547.3300170898438,547.530029296875,53.18362348409377,69.10268769393491,21.345495064411494,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:50:00-04:00,547.5599975585938,547.1699829101562,547.3499755859375,41.337749946791725,59.847708444887175,4.317832950600831,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 14:55:00-04:00,547.6400146484375,547.1500244140625,547.1799926757812,28.519041467354665,49.40481945237634,-13.252514502688683,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 15:00:00-04:00,547.2999877929688,546.1599731445312,546.4500122070312,23.775171761960635,40.8616035555711,-10.397691825260296,0,9986.3201641416,0.0,9986.3201641416
2024-06-20 15:05:00-04:00,546.760009765625,546.2000732421875,546.6699829101562,24.22453824018462,35.31591511710894,2.0417844863359846,1,0.0,18.26754802043489,9986.3201641416
2024-06-20 15:10:00-04:00,546.989990234375,546.5399780273438,546.9199829101562,28.629146960684317,33.08699239830074,19.71345608545147,0,0.0,18.26754802043489,9990.887051146708
2024-06-20 15:15:00-04:00,546.907470703125,546.469970703125,546.510009765625,26.157440234153036,30.77714167691817,16.918037348622775,0,0.0,18.26754802043489,9983.397847041895
2024-06-20 15:20:00-04:00,546.6400146484375,545.77001953125,546.0399780273438,22.053084190992053,27.869122514942795,10.421007543090568,0,0.0,18.26754802043489,9974.811519691715
2024-06-20 15:25:00-04:00,547.1898803710938,546.0399780273438,547.1500244140625,39.30113787765986,31.67979430251515,54.54382502794928,0,0.0,18.26754802043489,9995.08934536601
2024-06-20 15:30:00-04:00,547.530029296875,546.72998046875,547.469970703125,56.502997634652885,39.95419541322772,89.6006020775032,0,0.0,18.26754802043489,10000.93397956542
2024-06-20 15:35:00-04:00,547.5399780273438,546.5800170898438,546.8049926757812,56.11743241574722,45.341941080734216,77.66841508577323,0,0.0,18.26754802043489,9988.786461518383
2024-06-20 15:40:00-04:00,547.280029296875,546.7899780273438,547.1849975585938,64.05966694539475,51.58118303562106,89.01663476494214,0,0.0,18.26754802043489,9995.72821896316
2024-06-20 15:45:00-04:00,547.5399780273438,546.97998046875,547.0150146484375,66.15323015160297,56.438532074281696,85.58262630624552,-1,9992.623047989227,0.0,9992.623047989227
2024-06-20 15:50:00-04:00,547.760009765625,546.75,547.7100219726562,76.59816619357264,63.15841011404534,103.47767835262724,0,9992.623047989227,0.0,9992.623047989227
2024-06-20 15:55:00-04:00,547.7100219726562,546.5900268554688,546.9500122070312,70.8309125787274,65.71591093560602,81.06091586497018,0,9992.623047989227,0.0,9992.623047989227
